0,55834574848,0.304038
0,51539607552,0.279519
0,47244640256,0.29298
0,42949672960,0.288622
0,38654705664,0.283174
0,34359738368,0.289972
0,30064771072,0.278039
0,25769803776,0.302594
0,21474836480,0.000381947
0,17179869184,0.000380993
0,12884901888,0.000383139
0,8589934592,0.000386
0,4294967296,0.000423908
1,55834574848,0.29602
1,51539607552,0.284243
1,47244640256,0.290901
1,42949672960,0.29395
1,38654705664,0.299706
1,34359738368,0.303026
1,30064771072,0.317147
1,25769803776,0.371274
1,21474836480,0.000473976
1,17179869184,0.00041008
1,12884901888,0.000400066
1,8589934592,0.000399113
1,4294967296,0.000357151
2,55834574848,0.285049
2,51539607552,0.29772
2,47244640256,0.276963
2,42949672960,0.285818
2,38654705664,0.288237
2,34359738368,0.296838
2,30064771072,0.294213
2,25769803776,0.333391
2,21474836480,0.00028491
2,17179869184,0.000277042
2,12884901888,0.000276089
2,8589934592,0.000280142
2,4294967296,0.000346184
3,55834574848,0.284872
3,51539607552,0.309885
3,47244640256,0.290143
3,42949672960,0.302185
3,38654705664,0.298567
3,34359738368,0.303572
3,30064771072,0.294368
3,25769803776,0.330277
3,21474836480,0.00027585
3,17179869184,0.000277042
3,12884901888,0.000276089
3,8589934592,0.000277042
3,4294967296,0.000329018
4,55834574848,0.319236
4,51539607552,0.311602
4,47244640256,0.297782
4,42949672960,0.312002
4,38654705664,0.306875
4,34359738368,0.301714
4,30064771072,0.316
4,25769803776,0.351801
4,21474836480,0.000463009
4,17179869184,0.00046277
4,12884901888,0.000463963
4,8589934592,0.000463009
4,4294967296,0.000467062
5,55834574848,0.329668
5,51539607552,0.306555
5,47244640256,0.305877
5,42949672960,0.302515
5,38654705664,0.309176
5,34359738368,0.318502
5,30064771072,0.311064
5,25769803776,0.322772
5,21474836480,0.00029397
5,17179869184,0.000452995
5,12884901888,0.000478029
5,8589934592,0.000478029
5,4294967296,0.000478029
6,55834574848,0.316652
6,51539607552,0.320265
6,47244640256,0.30723
6,42949672960,0.319289
6,38654705664,0.315756
6,34359738368,0.312496
6,30064771072,0.342546
6,25769803776,0.358015
6,21474836480,0.00029397
6,17179869184,0.000294924
6,12884901888,0.00029397
6,8589934592,0.000294924
6,4294967296,0.000423908
7,55834574848,0.330105
7,51539607552,0.334274
7,47244640256,0.316033
7,42949672960,0.31885
7,38654705664,0.307013
7,34359738368,0.31356
7,30064771072,0.321448
7,25769803776,0.345913
7,21474836480,0.000293016
7,17179869184,0.000294209
7,12884901888,0.000298977
7,8589934592,0.00029397
7,4294967296,0.000319004
8,55834574848,0.32151
8,51539607552,0.31725
8,47244640256,0.321933
8,42949672960,0.328237
8,38654705664,0.326656
8,34359738368,0.324833
8,30064771072,0.333841
8,25769803776,0.362026
8,21474836480,0.000305891
8,17179869184,0.000300884
8,12884901888,0.000302076
8,8589934592,0.000301123
8,4294967296,0.000322104
9,55834574848,0.325934
9,51539607552,0.325268
9,47244640256,0.323347
9,42949672960,0.330069
9,38654705664,0.319079
9,34359738368,0.318306
9,30064771072,0.335617
9,25769803776,0.381321
9,21474836480,0.00030303
9,17179869184,0.00030303
9,12884901888,0.00030303
9,8589934592,0.00030303
9,4294967296,0.000308037
10,55834574848,0.323581
10,51539607552,0.329098
10,47244640256,0.321958
10,42949672960,0.321534
10,38654705664,0.331066
10,34359738368,0.319471
10,30064771072,0.346628
10,25769803776,0.370995
10,21474836480,0.000301123
10,17179869184,0.000300884
10,12884901888,0.000301123
10,8589934592,0.000301838
10,4294967296,0.000330925
11,55834574848,0.344417
11,51539607552,0.335711
11,47244640256,0.325978
11,42949672960,0.327504
11,38654705664,0.326176
11,34359738368,0.324694
11,30064771072,0.338971
11,25769803776,0.383887
11,21474836480,0.000494003
11,17179869184,0.000494003
11,12884901888,0.000494957
11,8589934592,0.000495195
11,4294967296,0.000496864
12,55834574848,0.356256
12,51539607552,0.351855
12,47244640256,0.334231
12,42949672960,0.330968
12,38654705664,0.333929
12,34359738368,0.336507
12,30064771072,0.342646
12,25769803776,0.371807
12,21474836480,0.000533104
12,17179869184,0.000510931
12,12884901888,0.000510931
12,8589934592,0.000511169
12,4294967296,0.000514984
13,55834574848,0.338597
13,51539607552,0.34405
13,47244640256,0.339273
13,42949672960,0.336394
13,38654705664,0.332637
13,34359738368,0.341156
13,30064771072,0.341178
13,25769803776,0.394055
13,21474836480,0.000311852
13,17179869184,0.000311136
13,12884901888,0.00031209
13,8589934592,0.000518799
13,4294967296,0.00057292
14,55834574848,0.348156
14,51539607552,0.328566
14,47244640256,0.330201
14,42949672960,0.332528
14,38654705664,0.33246
14,34359738368,0.337933
14,30064771072,0.338482
14,25769803776,0.379052
14,21474836480,0.000571012
14,17179869184,0.000571012
14,12884901888,0.000569105
14,8589934592,0.00056982
14,4294967296,0.00057292
