0,90194313222,0.025952577590942383,1,[0.025953]
0,73014444038,0.025877714157104492,1,[0.025878]
0,64424509446,0.026786327362060547,1,[0.026786]
0,55834574854,0.025745391845703125,1,[0.025745]
0,4294967302,0.026145458221435547,1,[0.026145]
0,21474836486,0.02669978141784668,1,[0.026700]
0,81604378630,0.02592921257019043,1,[0.025929]
0,98784247814,0.02581334114074707,1,[0.025813]
0,38654705670,0.027145862579345703,1,[0.027146]
0,12884901894,0.026496171951293945,1,[0.026496]
0,47244640262,0.025929689407348633,1,[0.025930]
0,30064771078,0.025646686553955078,1,[0.025647]
0,85899345926,0,341.0,3
0,68719476742,0,341.0,3
0,60129542150,0,341.0,3
0,51539607558,0,341.0,3
0,8589934598,0,341.0,3
0,77309411334,0,341.0,3
0,94489280518,0,341.0,3
0,42949672966,0,341.0,3
0,34359738374,0,341.0,3
0,85899345926,85899345926,200.0,1
0,68719476742,68719476742,200.0,1
0,60129542150,60129542150,200.0,1
0,51539607558,51539607558,200.0,1
0,8589934598,8589934598,200.0,1
0,77309411334,77309411334,200.0,1
0,94489280518,94489280518,200.0,1
0,42949672966,42949672966,200.0,1
0,34359738374,34359738374,200.0,1
0,25769803782,25769803782,200.0,1
0,17179869190,17179869190,200.0,1
0,6,6,200.0,1
0,25769803782,0,341.0,3
0,17179869190,0,341.0,3
0,6,0,341.0,3
1,90194313222,0.025977373123168945,1,[0.025977]
1,73014444038,0.02599048614501953,1,[0.025990]
1,64424509446,0.02593541145324707,1,[0.025935]
1,55834574854,0.026050806045532227,1,[0.026051]
1,4294967302,0.02576446533203125,1,[0.025764]
1,21474836486,0.02619028091430664,1,[0.026190]
1,81604378630,0.025878429412841797,1,[0.025878]
1,98784247814,0.026497364044189453,1,[0.026497]
1,38654705670,0.028411388397216797,1,[0.028411]
1,12884901894,0.026031017303466797,1,[0.026031]
1,47244640262,0.02834796905517578,1,[0.028348]
1,30064771078,0.026129484176635742,1,[0.026129]
1,2,85899345926,200.0,2
1,85899345926,0,341.0,3
1,68719476742,0,341.0,3
1,60129542150,0,341.0,3
1,51539607558,0,341.0,3
1,8589934598,0,341.0,3
1,94489280518,0,341.0,3
1,77309411334,0,341.0,3
1,42949672966,0,341.0,3
1,34359738374,0,341.0,3
1,85899345926,85899345926,349.0,1
1,68719476742,68719476742,349.0,1
1,60129542150,60129542150,349.0,1
1,51539607558,51539607558,349.0,1
1,8589934598,8589934598,349.0,1
1,77309411334,77309411334,349.0,1
1,94489280518,94489280518,349.0,1
1,42949672966,42949672966,349.0,1
1,34359738374,34359738374,349.0,1
1,25769803782,25769803782,349.0,1
1,17179869190,17179869190,349.0,1
1,6,6,349.0,1
1,25769803782,0,341.0,3
1,17179869190,0,341.0,3
1,6,0,341.0,3
2,90194313222,0.030001401901245117,1,[0.030001]
2,73014444038,0.029509305953979492,1,[0.029509]
2,64424509446,0.02891373634338379,1,[0.028914]
2,55834574854,0.037004947662353516,1,[0.037005]
2,4294967302,0.03618788719177246,1,[0.036188]
2,21474836486,0.03574728965759277,1,[0.035747]
2,81604378630,0.02994084358215332,1,[0.029941]
2,98784247814,0.0329136848449707,1,[0.032914]
2,38654705670,0.03426814079284668,1,[0.034268]
2,12884901894,0.033318519592285156,1,[0.033319]
2,47244640262,0.030959367752075195,1,[0.030959]
2,30064771078,0.033463478088378906,1,[0.033463]
2,2,85899345926,200.0,2
2,85899345926,0,341.0,3
2,68719476742,0,341.0,3
2,60129542150,0,341.0,3
2,51539607558,0,341.0,3
2,8589934598,0,341.0,3
2,94489280518,0,341.0,3
2,77309411334,0,341.0,3
2,42949672966,0,341.0,3
2,34359738374,0,341.0,3
2,85899345926,85899345926,349.0,1
2,68719476742,68719476742,349.0,1
2,60129542150,60129542150,349.0,1
2,51539607558,51539607558,349.0,1
2,8589934598,8589934598,349.0,1
2,77309411334,77309411334,349.0,1
2,94489280518,94489280518,349.0,1
2,42949672966,42949672966,349.0,1
2,34359738374,34359738374,349.0,1
2,25769803782,25769803782,349.0,1
2,17179869190,17179869190,349.0,1
2,6,6,349.0,1
2,25769803782,0,341.0,3
2,17179869190,0,341.0,3
2,6,0,341.0,3
3,90194313222,0.03272819519042969,1,[0.032728]
3,73014444038,0.0377497673034668,1,[0.037750]
3,64424509446,0.052694082260131836,1,[0.052694]
3,55834574854,0.03590869903564453,1,[0.035909]
3,4294967302,0.03174400329589844,1,[0.031744]
3,21474836486,0.03602719306945801,1,[0.036027]
3,81604378630,0.03781437873840332,1,[0.037814]
3,98784247814,0.032720088958740234,1,[0.032720]
3,38654705670,0.03494119644165039,1,[0.034941]
